iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
AGO,waste,wastewater-treatment-and-discharge,2017-01-01 00:00:00,2017-12-31 00:00:00,n2o,985.043292,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.079618
AGO,waste,wastewater-treatment-and-discharge,2018-01-01 00:00:00,2018-12-31 00:00:00,ch4,149711.4129,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AGO,waste,wastewater-treatment-and-discharge,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,0.0,tonnes,,2023-10-06 14:56:33.428328,
AGO,waste,wastewater-treatment-and-discharge,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,4463176.853825,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AGO,waste,wastewater-treatment-and-discharge,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_20yr,12845992.3638,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AGO,waste,wastewater-treatment-and-discharge,2018-01-01 00:00:00,2018-12-31 00:00:00,n2o,1023.612425,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AGO,waste,wastewater-treatment-and-discharge,2019-01-01 00:00:00,2019-12-31 00:00:00,ch4,154703.5564,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:01.79855
AGO,waste,wastewater-treatment-and-discharge,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,0.0,tonnes,,2023-10-06 14:56:33.428328,
AGO,waste,wastewater-treatment-and-discharge,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,4609230.73437,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:01.79855
AGO,waste,wastewater-treatment-and-discharge,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_20yr,13271582.605392,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:01.79855
AGO,waste,wastewater-treatment-and-discharge,2019-01-01 00:00:00,2019-12-31 00:00:00,n2o,1047.287378,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:01.79855
AGO,waste,wastewater-treatment-and-discharge,2020-01-01 00:00:00,2020-12-31 00:00:00,ch4,159786.9113,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:12:54.391513
AGO,waste,wastewater-treatment-and-discharge,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,0.0,tonnes,,2023-10-06 14:56:33.428328,
AGO,waste,wastewater-treatment-and-discharge,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,4755701.72437,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:12:54.391513
AGO,waste,wastewater-treatment-and-discharge,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_20yr,13702705.858272,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:12:54.391513
AGO,waste,wastewater-treatment-and-discharge,2020-01-01 00:00:00,2020-12-31 00:00:00,n2o,1062.898898,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:12:54.391513
AGO,waste,wastewater-treatment-and-discharge,2021-01-01 00:00:00,2021-12-31 00:00:00,ch4,165073.3893,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:12:47.837494
AGO,waste,wastewater-treatment-and-discharge,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,0.0,tonnes,,2023-10-06 14:56:33.428328,
AGO,waste,wastewater-treatment-and-discharge,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,4909452.849595001,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:12:47.837494
AGO,waste,wastewater-treatment-and-discharge,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_20yr,14152478.129832,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:12:47.837494
AGO,waste,wastewater-treatment-and-discharge,2021-01-01 00:00:00,2021-12-31 00:00:00,n2o,1084.520563,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:12:47.837494
AGO,waste,wastewater-treatment-and-discharge,2022-01-01 00:00:00,2022-12-31 00:00:00,ch4,170470.1293,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 16:28:28.592487
AGO,waste,wastewater-treatment-and-discharge,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,0.0,tonnes,,2023-10-06 14:56:33.428328,
AGO,waste,wastewater-treatment-and-discharge,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,5066407.866565,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 16:28:28.592487
AGO,waste,wastewater-treatment-and-discharge,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_20yr,14611628.525304,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 16:28:28.592487
AGO,waste,wastewater-treatment-and-discharge,2022-01-01 00:00:00,2022-12-31 00:00:00,n2o,1106.5820609999998,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 16:28:28.592487
AIA,waste,wastewater-treatment-and-discharge,2015-01-01 00:00:00,2015-12-31 00:00:00,ch4,68.43271200000001,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:28.761014
AIA,waste,wastewater-treatment-and-discharge,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,0.0,tonnes,,2023-10-06 14:56:33.428328,
AIA,waste,wastewater-treatment-and-discharge,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,2059.810861,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:28.761014
AIA,waste,wastewater-treatment-and-discharge,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_20yr,5891.500488000001,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:28.761014
AIA,waste,wastewater-treatment-and-discharge,2015-01-01 00:00:00,2015-12-31 00:00:00,n2o,0.542245,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:28.761014
AIA,waste,wastewater-treatment-and-discharge,2016-01-01 00:00:00,2016-12-31 00:00:00,ch4,69.149309,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:21.655145
AIA,waste,wastewater-treatment-and-discharge,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,0.0,tonnes,,2023-10-06 14:56:33.428328,
AIA,waste,wastewater-treatment-and-discharge,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,2084.590457,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:21.655145
